"X","Mechanism","Factor"
"sigmar","Trans-dominant","Stage"
"CG9004","Trans-minor","Stage"
"CG34195","Trans-minor","Stage"
"papi","Trans-minor","Stage"
"Csl4","Trans-minor","Stage"
"CG10959","Trans-dominant","Stage"
"alpha-Man-Ia","Trans-dominant","Stage"
"DptB","Trans-dominant","Stage"
"CG16799","Trans-dominant","Stage"
"Pol32","Trans-minor","Stage"
"CG1698","Trans-dominant","Stage"
"sesB","Trans-dominant","Stage"
"CG2129","Trans-dominant","Stage"
"Pkg21D","Trans-minor","Stage"
"CG32568","Trans-dominant","Stage"
"CG9527","Trans-dominant","Stage"
"pigeon","Trans-dominant","Stage"
"CG33116","Trans-dominant","Stage"
"CG9609","Trans-dominant","Stage"
"Pen","Trans-dominant","Stage"
"pkaap","Trans-dominant","Stage"
"CG42750","Trans-minor","Stage"
"aralar1","Trans-minor","Stage"
"E(spl)m3-HLH","Trans-dominant","Stage"
"CG13000","Trans-dominant","Stage"
"CG12541","Trans-dominant","Stage"
"Nup358","Trans-dominant","Stage"
"CG15431","Trans-minor","Stage"
"LRP1","Trans-minor","Stage"
"CG2772","Trans-dominant","Stage"
"tilB","Trans-dominant","Stage"
"grnd","Trans-dominant","Stage"
"DhpD","Trans-dominant","Stage"
"Tgt","Trans-dominant","Stage"
"Slbp","Trans-dominant","Stage"
"COX7C","Trans-dominant","Stage"
"Rim","Trans-minor","Stage"
"p130CAS","Trans-minor","Stage"
"CG34216","Trans-minor","Stage"
"hts","Trans-minor","Stage"
"Art8","Trans-dominant","Stage"
"ovm","Trans-minor","Stage"
"CG30283","Trans-dominant","Stage"
"pygo","Trans-dominant","Stage"
"mtsh","Trans-dominant","Stage"
"CG14512","Trans-dominant","Stage"
"CG1371","Trans-minor","Stage"
"Ir47a","Trans-minor","Stage"
"CG30497","Trans-dominant","Stage"
"Osi6","Trans-minor","Stage"
"CG31108","Trans-dominant","Stage"
"CG14810","Trans-minor","Stage"
"RhoU","Trans-minor","Stage"
"fa2h","Trans-dominant","Stage"
"egl","Trans-minor","Stage"
"Tsf3","Trans-dominant","Stage"
"CG9507","Trans-dominant","Stage"
"CG13563","Trans-minor","Stage"
"CG15742","Trans-dominant","Stage"
"CG14647","Trans-dominant","Stage"
"CG4953","Trans-minor","Stage"
"CG3713","Trans-minor","Stage"
"noc","Trans-minor","Stage"
"CG1074","Trans-dominant","Stage"
"Bap170","Trans-minor","Stage"
"CG34214","Trans-minor","Stage"
"Fib","Trans-dominant","Stage"
"CG17180","Trans-dominant","Stage"
"Sirup","Trans-dominant","Stage"
"CG9400","Trans-dominant","Stage"
"CG18480","Trans-dominant","Stage"
"CG16787","Trans-dominant","Stage"
"CG31493","Trans-minor","Stage"
"Sox14","Trans-dominant","Stage"
"SmydA-9","Trans-dominant","Stage"
"CG30273","Trans-minor","Stage"
"CG7365","Trans-dominant","Stage"
"CG13566","Trans-dominant","Stage"
"Ir21a","Trans-minor","Stage"
"CG13698","Trans-dominant","Stage"
"CG7916","Trans-dominant","Stage"
"CG9727","Trans-minor","Stage"
"CG17996","Trans-dominant","Stage"
"CG11882","Trans-dominant","Stage"
"MESR4","Trans-minor","Stage"
"CG43333","Trans-dominant","Stage"
"CG3793","Trans-minor","Stage"
"CG4901","Trans-dominant","Stage"
"AnxB11","Trans-dominant","Stage"
"fz3","Trans-minor","Stage"
"Acp76A","Trans-minor","Stage"
"TwdlG","Trans-minor","Stage"
"CG33757","Trans-minor","Stage"
"Orc6","Trans-dominant","Stage"
"CG31324","Trans-minor","Stage"
"CG10561","Trans-dominant","Stage"
"S","Trans-dominant","Stage"
"CG10151","Trans-minor","Stage"
"CG15398","Trans-minor","Stage"
"Vha100-2","Trans-dominant","Stage"
"PH4alphaNE2","Trans-minor","Stage"
"Dhc62B","Trans-minor","Stage"
"CG32278","Trans-dominant","Stage"
"CG16758","Trans-dominant","Stage"
"CG15818","Trans-minor","Stage"
"CG15309","Trans-dominant","Stage"
"AsnRS","Trans-minor","Stage"
"CG4495","Trans-minor","Stage"
"pdm3","Trans-minor","Stage"
"FKBP59","Trans-minor","Stage"
"CG5390","Trans-dominant","Stage"
"CG10073","Trans-dominant","Stage"
"CG31659","Trans-dominant","Stage"
"CG13705","Trans-dominant","Stage"
"CG14082","Trans-minor","Stage"
"CG11178","Trans-minor","Stage"
"CG10357","Trans-dominant","Stage"
"CG15368","Trans-dominant","Stage"
"CG10413","Trans-minor","Stage"
"grk","Trans-dominant","Stage"
"Cpr64Ad","Trans-minor","Stage"
"TwdlD","Trans-minor","Stage"
"CG14957","Trans-dominant","Stage"
"psq","Trans-minor","Stage"
"CG32573","Trans-dominant","Stage"
"CG7028","Trans-minor","Stage"
"CG4768","Trans-dominant","Stage"
"CG11362","Trans-dominant","Stage"
"Acp53C14a","Trans-minor","Stage"
"dgt6","Trans-minor","Stage"
"CG6420","Trans-minor","Stage"
"Etl1","Trans-minor","Stage"
"Oseg4","Trans-minor","Stage"
"CG12975","Trans-dominant","Stage"
"CG14079","Trans-dominant","Stage"
"Fem-1","Trans-dominant","Stage"
"Ance-3","Trans-minor","Stage"
"CG8837","Trans-dominant","Stage"
"CG10195","Trans-dominant","Stage"
"CG9865","Trans-dominant","Stage"
"CG15674","Trans-dominant","Stage"
"E(bx)","Trans-minor","Stage"
"Cyp6a9","Trans-dominant","Stage"
"CG15270","Trans-minor","Stage"
"CG4653","Trans-dominant","Stage"
"CG5860","Trans-minor","Stage"
"CG32246","Trans-minor","Stage"
"CG34134","Trans-dominant","Stage"
"AkhR","Trans-dominant","Stage"
"CG18812","Trans-minor","Stage"
"bif","Trans-minor","Stage"
"amon","Trans-minor","Stage"
"CG1416","Trans-minor","Stage"
"CG9986","Trans-minor","Stage"
"UQCR-6.4","Trans-dominant","Stage"
"CG11825","Trans-dominant","Stage"
"CG12299","Trans-minor","Stage"
"Ppcs","Trans-minor","Stage"
"E(Pc)","Trans-minor","Stage"
"BtbVII","Trans-minor","Stage"
"CG16884","Trans-dominant","Stage"
"Mdr50","Trans-minor","Stage"
"CG15152","Trans-dominant","Stage"
"CG2121","Trans-dominant","Stage"
"CG10424","Trans-dominant","Stage"
"Dh31","Trans-dominant","Stage"
"CG9682","Trans-dominant","Stage"
"fra","Trans-minor","Stage"
"swi2","Trans-dominant","Stage"
"CG13252","Trans-dominant","Stage"
"CG17985","Trans-dominant","Stage"
"CG11898","Trans-dominant","Stage"
"wuho","Trans-dominant","Stage"
"CG7882","Trans-dominant","Stage"
"csw","Trans-dominant","Stage"
"gcm2","Trans-minor","Stage"
"Mlh1","Trans-dominant","Stage"
"cg","Trans-minor","Stage"
"bwa","Trans-dominant","Stage"
"modSP","Trans-minor","Stage"
"MsR2","Trans-dominant","Stage"
"milt","Trans-minor","Stage"
"Fatp","Trans-dominant","Stage"
"stac","Trans-minor","Stage"
"CG8067","Trans-dominant","Stage"
"CG7461","Trans-dominant","Stage"
"Irc","Trans-minor","Stage"
"CG7420","Trans-dominant","Stage"
"CG12239","Trans-dominant","Stage"
"CG2321","Trans-minor","Stage"
"Ric","Trans-minor","Stage"
"Suv3","Trans-minor","Stage"
"CG14805","Trans-dominant","Stage"
"GstE9","Trans-minor","Stage"
"Nle","Trans-dominant","Stage"
"CG13380","Trans-dominant","Stage"
"CG13154","Trans-minor","Stage"
"CG33453","Trans-minor","Stage"
"CG10495","Trans-dominant","Stage"
"Ccp84Ad","Trans-minor","Stage"
"CG8628","Trans-dominant","Stage"
"jim","Trans-minor","Stage"
"Cht6","Trans-minor","Stage"
"disco-r","Trans-minor","Stage"
"CG10472","Trans-dominant","Stage"
"CG2157","Trans-dominant","Stage"
"CG4577","Trans-dominant","Stage"
"rdo","Trans-minor","Stage"
"Gp210","Trans-minor","Stage"
"CG13331","Trans-minor","Stage"
"Cpr60D","Trans-dominant","Stage"
"Asciz","Trans-dominant","Stage"
"CG14567","Trans-dominant","Stage"
"CanA-14F","Trans-dominant","Stage"
"CG15120","Trans-dominant","Stage"
"CG10063","Trans-dominant","Stage"
"REG","Trans-minor","Stage"
"CG8249","Trans-dominant","Stage"
"Gdi","Trans-minor","Stage"
"CG11030","Trans-minor","Stage"
"CG10019","Trans-minor","Stage"
"inaE","Trans-dominant","Stage"
"bchs","Trans-minor","Stage"
"Rabex-5","Trans-minor","Stage"
"eco","Trans-dominant","Stage"
"CG7601","Trans-minor","Stage"
"CG14882","Trans-minor","Stage"
"CG13081","Trans-minor","Stage"
"VepD","Trans-dominant","Stage"
"Rab32","Trans-minor","Stage"
"CG12540","Trans-minor","Stage"
"CG3770","Trans-dominant","Stage"
"glu","Trans-minor","Stage"
"amd","Trans-dominant","Stage"
"xmas-2","Trans-dominant","Stage"
"sel","Trans-minor","Stage"
"AdoR","Trans-minor","Stage"
"CG4882","Trans-dominant","Stage"
"CG8950","Trans-minor","Stage"
"rig","Trans-dominant","Stage"
"CG11883","Trans-minor","Stage"
"CG1827","Trans-dominant","Stage"
"brk","Trans-minor","Stage"
"isopeptidase-T-3","Trans-dominant","Stage"
"CG14427","Trans-minor","Stage"
"Rev1","Trans-minor","Stage"
"CG13949","Trans-minor","Stage"
"Hnf4","Trans-minor","Stage"
"phyl","Trans-minor","Stage"
"CG31957","Trans-minor","Stage"
"daw","Trans-dominant","Stage"
"lic","Trans-dominant","Stage"
"CG7033","Trans-dominant","Stage"
"CG41520","Trans-minor","Stage"
"lap","Trans-dominant","Stage"
"Usp14","Trans-dominant","Stage"
"CG11041","Trans-minor","Stage"
"Jafrac1","Trans-dominant","Stage"
"asf1","Trans-dominant","Stage"
"okr","Trans-minor","Stage"
"drosha","Trans-minor","Stage"
"mtSSB","Trans-dominant","Stage"
"CG16753","Trans-dominant","Stage"
"thr","Trans-dominant","Stage"
"CG14879","Trans-dominant","Stage"
"CG15531","Trans-dominant","Stage"
"GMF","Trans-dominant","Stage"
"POLDIP2","Trans-dominant","Stage"
"CG32767","Trans-dominant","Stage"
"CG17477","Trans-dominant","Stage"
"CG7506","Trans-dominant","Stage"
"smid","Trans-minor","Stage"
"dnt","Trans-dominant","Stage"
"Orc5","Trans-dominant","Stage"
"Acox57D-p","Trans-dominant","Stage"
"Elp2","Trans-dominant","Stage"
"CG3409","Trans-dominant","Stage"
"Vps2","Trans-dominant","Stage"
"wek","Trans-minor","Stage"
"D2hgdh","Trans-dominant","Stage"
"CG34323","Trans-minor","Stage"
"CG10513","Trans-dominant","Stage"
"CG44329","Trans-minor","Stage"
"apt","Trans-dominant","Stage"
"Sas-4","Trans-dominant","Stage"
"CG1550","Trans-minor","Stage"
"CG15760","Trans-minor","Stage"
"Ncoa6","Trans-minor","Stage"
"CG34124","Trans-minor","Stage"
"ppk11","Trans-dominant","Stage"
"CG9062","Trans-dominant","Stage"
"CG13711","Trans-minor","Stage"
"CG1882","Trans-dominant","Stage"
"sub","Trans-minor","Stage"
"NaPi-T","Trans-dominant","Stage"
"dlt","Trans-dominant","Stage"
"osp","Trans-minor","Stage"
"e(y)2b","Trans-dominant","Stage"
"CG11377","Trans-dominant","Stage"
"CG11275","Trans-dominant","Stage"
"Rbcn-3A","Trans-minor","Stage"
"CG8839","Trans-dominant","Stage"
"CG4281","Trans-minor","Stage"
"jigr1","Trans-dominant","Stage"
"Inx2","Trans-dominant","Stage"
"N","Trans-minor","Stage"
"mRpS2","Trans-dominant","Stage"
"Osi11","Trans-minor","Stage"
"hec","Trans-minor","Stage"
"CG14410","Trans-dominant","Stage"
"CG15082","Trans-minor","Stage"
"rdgC","Trans-minor","Stage"
"bsh","Trans-minor","Stage"
"spartin","Trans-minor","Stage"
"CG4866","Trans-dominant","Stage"
"CG10863","Trans-minor","Stage"
"l(1)G0020","Trans-dominant","Stage"
"gro","Trans-minor","Stage"
"Nak","Trans-minor","Stage"
"Dyb","Trans-minor","Stage"
"CG30269","Trans-dominant","Stage"
"ru","Trans-minor","Stage"
"SRPK","Trans-minor","Stage"
"betaTub56D","Trans-minor","Stage"
"Hexo2","Trans-minor","Stage"
"CG17650","Trans-dominant","Stage"
"CG33080","Trans-minor","Stage"
"CG32457","Trans-dominant","Stage"
"cn","Trans-minor","Stage"
"CG11241","Trans-dominant","Stage"
"TwdlC","Trans-minor","Stage"
"CG9360","Trans-dominant","Stage"
"Grip","Trans-minor","Stage"
"CG12643","Trans-dominant","Stage"
"mRpS18B","Trans-dominant","Stage"
"Gr89a","Trans-minor","Stage"
"CG15210","Trans-dominant","Stage"
"ND-15","Trans-dominant","Stage"
"Psn","Trans-dominant","Stage"
"Rcd2","Trans-minor","Stage"
"ocm","Trans-minor","Stage"
"CG9953","Trans-minor","Stage"
"Oseg6","Trans-minor","Stage"
"CG5455","Trans-dominant","Stage"
"CG8738","Trans-dominant","Stage"
"CG2254","Trans-dominant","Stage"
"CG5697","Trans-dominant","Stage"
"CG44245","Trans-dominant","Stage"
"Mgat2","Trans-minor","Stage"
"CG33217","Trans-dominant","Stage"
"tko","Trans-dominant","Stage"
"CG42376","Trans-dominant","Stage"
"CG9747","Trans-dominant","Stage"
"CG34030","Trans-minor","Stage"
"Thor","Trans-dominant","Stage"
"Acer","Trans-dominant","Stage"
"CG31817","Trans-minor","Stage"
"CG1552","Trans-dominant","Stage"
"Awh","Trans-minor","Stage"
"Smyd5","Trans-minor","Stage"
"Edg78E","Trans-dominant","Stage"
"Ttc19","Trans-dominant","Stage"
"CG14416","Trans-minor","Stage"
"CG14982","Trans-minor","Stage"
"sinu","Trans-dominant","Stage"
"CG3091","Trans-dominant","Stage"
"CecA2","Trans-dominant","Stage"
"grass","Trans-dominant","Stage"
"CG16863","Trans-minor","Stage"
"mRpL32","Trans-dominant","Stage"
"RfC38","Trans-minor","Stage"
"santa-maria","Trans-dominant","Stage"
"CG13900","Trans-minor","Stage"
"CG6495","Trans-minor","Stage"
"CG3339","Trans-minor","Stage"
"Nup50","Trans-minor","Stage"
"sli","Trans-minor","Stage"
"CG15528","Trans-dominant","Stage"
"CG42240","Trans-dominant","Stage"
"EndoA","Trans-minor","Stage"
"alpha4GT1","Trans-minor","Stage"
"Nup214","Trans-minor","Stage"
"tey","Trans-minor","Stage"
"Cpr51A","Trans-dominant","Stage"
"jbug","Trans-minor","Stage"
"CG4839","Trans-minor","Stage"
"CG13298","Trans-dominant","Stage"
"zetaTry","Trans-dominant","Stage"
"lqf","Trans-minor","Stage"
"mus81","Trans-dominant","Stage"
"CG6362","Trans-minor","Stage"
"Cep89","Trans-minor","Stage"
"CG10262","Trans-dominant","Stage"
"RluA-2","Trans-minor","Stage"
"Rbf","Trans-minor","Stage"
"Task7","Trans-dominant","Stage"
"CG6296","Trans-dominant","Stage"
"St3","Trans-dominant","Stage"
"CG6271","Trans-dominant","Stage"
"CG1463","Trans-dominant","Stage"
"Smyd4-4","Trans-minor","Stage"
"bonsai","Trans-dominant","Stage"
"CG14528","Trans-minor","Stage"
"CG14407","Trans-dominant","Stage"
"NC2beta","Trans-minor","Stage"
"Rpn6","Trans-minor","Stage"
"ens","Trans-minor","Stage"
"CG11786","Trans-minor","Stage"
"CG14434","Trans-dominant","Stage"
"CG10584","Trans-minor","Stage"
"CG12012","Trans-dominant","Stage"
"Cyp311a1","Trans-dominant","Stage"
"CG15877","Trans-dominant","Stage"
"CecB","Trans-dominant","Stage"
"Ir40a","Trans-minor","Stage"
"mi","Trans-dominant","Stage"
"CG8519","Trans-dominant","Stage"
"CG31883","Trans-dominant","Stage"
"Cyp9c1","Trans-dominant","Stage"
"CG14301","Trans-dominant","Stage"
"CG2930","Trans-dominant","Stage"
"CG15767","Trans-minor","Stage"
"mRpS18C","Trans-dominant","Stage"
"CG9123","Trans-dominant","Stage"
"Rpn1","Trans-minor","Stage"
"CG30259","Trans-minor","Stage"
"dbe","Trans-dominant","Stage"
"lds","Trans-minor","Stage"
"pad","Trans-minor","Stage"
"Cngl","Trans-minor","Stage"
"CG5022","Trans-minor","Stage"
"CG44153","Trans-minor","Stage"
"CG10827","Trans-dominant","Stage"
"CG6406","Trans-minor","Stage"
"CG11095","Trans-dominant","Stage"
"CG10051","Trans-dominant","Stage"
"CG3756","Trans-minor","Stage"
"l(2)03659","Trans-minor","Stage"
"wts","Trans-minor","Stage"
"dob","Trans-minor","Stage"
"TwdlQ","Trans-minor","Stage"
"CG44002","Trans-minor","Stage"
"mRpS17","Trans-dominant","Stage"
"CG15803","Trans-minor","Stage"
"Col4a1","Trans-dominant","Stage"
"lov","Trans-minor","Stage"
"Fic","Trans-minor","Stage"
"CG10600","Trans-minor","Stage"
"CG5550","Trans-dominant","Stage"
"CG12990","Trans-dominant","Stage"
"Pex11","Trans-dominant","Stage"
"CG3604","Trans-dominant","Stage"
"CG31176","Trans-minor","Stage"
"CG31559","Trans-minor","Stage"
"wcy","Trans-minor","Stage"
"CG5903","Trans-dominant","Stage"
"LysRS","Trans-minor","Stage"
"Cyt-b5","Trans-dominant","Stage"
"Gr64c","Trans-minor","Stage"
"Ccp84Ac","Trans-minor","Stage"
"CG11417","Trans-dominant","Stage"
"Osi18","Trans-minor","Stage"
"ETH","Trans-dominant","Stage"
"CG13905","Trans-dominant","Stage"
"AspRS-m","Trans-minor","Stage"
"mRpL28","Trans-dominant","Stage"
"CG6287","Trans-dominant","Stage"
"CG33056","Trans-minor","Stage"
"CG14451","Trans-minor","Stage"
"ths","Trans-minor","Stage"
"cdm","Trans-minor","Stage"
"CG10912","Trans-dominant","Stage"
"Cyp4e1","Trans-dominant","Stage"
"CG10077","Trans-minor","Stage"
"CG34394","Trans-minor","Stage"
"Cyp4d8","Trans-dominant","Stage"
"CG7806","Trans-minor","Stage"
"CG3511","Trans-minor","Stage"
"S6kII","Trans-minor","Stage"
"Xpc","Trans-minor","Stage"
"CG11340","Trans-dominant","Stage"
"Cyp4d20","Trans-dominant","Stage"
"Taldo","Trans-dominant","Stage"
"eIF5B","Trans-minor","Stage"
"mRpL30","Trans-dominant","Stage"
"DNApol-epsilon58","Trans-minor","Stage"
"robo3","Trans-minor","Stage"
"CG33144","Trans-dominant","Stage"
"CG13744","Trans-minor","Stage"
"Optix","Trans-dominant","Stage"
"CG3704","Trans-dominant","Stage"
"laza","Trans-dominant","Stage"
"l(2)tid","Trans-dominant","Stage"
"CG3328","Trans-minor","Stage"
"CG1969","Trans-dominant","Stage"
"Cdk7","Trans-dominant","Stage"
"Gip","Trans-dominant","Stage"
"CG42360","Trans-minor","Stage"
"CG10970","Trans-minor","Stage"
"CG10362","Trans-minor","Stage"
"rswl","Trans-minor","Stage"
"Hcs","Trans-minor","Stage"
"mRpL10","Trans-dominant","Stage"
"Ssk","Trans-dominant","Stage"
"CCHa1-R","Trans-minor","Stage"
"CanB","Trans-dominant","Stage"
"GATAd","Trans-minor","Stage"
"Debcl","Trans-minor","Stage"
"Tace","Trans-minor","Stage"
"CG14450","Trans-minor","Stage"
"CG3597","Trans-dominant","Stage"
"mRpS28","Trans-dominant","Stage"
"mRpL50","Trans-dominant","Stage"
"CG31955","Trans-dominant","Stage"
"Lst","Trans-dominant","Stage"
"CG3045","Trans-minor","Stage"
"Kaz1-ORFB","Trans-dominant","Stage"
"san","Trans-dominant","Stage"
"Rat1","Trans-minor","Stage"
"Ir76a","Trans-minor","Stage"
"Rsf1","Trans-dominant","Stage"
"CG33964","Trans-dominant","Stage"
"Ir75d","Trans-minor","Stage"
"CG5001","Trans-minor","Stage"
"Dlip1","Trans-dominant","Stage"
"Lar","Trans-minor","Stage"
"CG6901","Trans-minor","Stage"
"Pi4KIIalpha","Trans-minor","Stage"
"B-H1","Trans-minor","Stage"
"CG9287","Trans-minor","Stage"
"tzn","Trans-minor","Stage"
"CG12038","Trans-minor","Stage"
"CG18281","Trans-minor","Stage"
"CG14274","Trans-dominant","Stage"
"CG5745","Trans-dominant","Stage"
"mAChR-A","Trans-minor","Stage"
"CG42272","Trans-minor","Stage"
"wb","Trans-minor","Stage"
"CG2811","Trans-dominant","Stage"
"GABA-B-R3","Trans-minor","Stage"
"CG15534","Trans-dominant","Stage"
"CG7849","Trans-minor","Stage"
"Gr97a","Trans-minor","Stage"
"fbl","Trans-minor","Stage"
"CG11414","Trans-minor","Stage"
"Liprin-gamma","Trans-minor","Stage"
"CG1622","Trans-minor","Stage"
"Lapsyn","Trans-minor","Stage"
"CG11563","Trans-dominant","Stage"
"CG5597","Trans-minor","Stage"
"CG1572","Trans-dominant","Stage"
"dl","Trans-minor","Stage"
"H15","Trans-minor","Stage"
"skd","Trans-minor","Stage"
"TwdlO","Trans-minor","Stage"
"CG10764","Trans-minor","Stage"
"CG17163","Trans-dominant","Stage"
"CG14837","Trans-minor","Stage"
"Ir25a","Trans-minor","Stage"
"Gr98b","Trans-minor","Stage"
"hid","Trans-minor","Stage"
"dos","Trans-minor","Stage"
"pgant2","Trans-minor","Stage"
"CG1537","Trans-minor","Stage"
"CG30423","Trans-dominant","Stage"
"Mks1","Trans-dominant","Stage"
"CG15406","Trans-minor","Stage"
"CG13928","Trans-minor","Stage"
"Klp64D","Trans-minor","Stage"
"dgrn","Trans-dominant","Stage"
"CaBP1","Trans-minor","Stage"
"CG30356","Trans-dominant","Stage"
"CLS","Trans-minor","Stage"
"dpr3","Trans-minor","Stage"
"Cisd2","Trans-dominant","Stage"
"ArgRS-m","Trans-minor","Stage"
"Cpr35B","Trans-minor","Stage"
"Tsp26A","Trans-dominant","Stage"
"CG13282","Trans-minor","Stage"
"CG15822","Trans-minor","Stage"
"Dcr-2","Trans-minor","Stage"
"CG14340","Trans-minor","Stage"
"CG2975","Trans-dominant","Stage"
"CG5694","Trans-minor","Stage"
"Or42b","Trans-minor","Stage"
"Cpr65Ea","Trans-dominant","Stage"
"Fkbp14","Trans-minor","Stage"
"imd","Trans-minor","Stage"
"link","Trans-minor","Stage"
"Gr32a","Trans-minor","Stage"
"ebd2","Trans-minor","Stage"
"mRpS29","Trans-dominant","Stage"
"CG15537","Trans-dominant","Stage"
"lbk","Trans-minor","Stage"
"Ptth","Trans-minor","Stage"
"Mipp2","Trans-minor","Stage"
"CG11076","Trans-minor","Stage"
"Tango6","Trans-minor","Stage"
"CG12018","Trans-dominant","Stage"
"CG12128","Trans-dominant","Stage"
"CG3603","Trans-dominant","Stage"
"CG13796","Trans-dominant","Stage"
"CG7971","Trans-minor","Stage"
"Wwox","Trans-dominant","Stage"
"Mtr3","Trans-minor","Stage"
"CG12744","Trans-dominant","Stage"
"Mid1","Trans-minor","Stage"
"cid","Trans-dominant","Stage"
"mus312","Trans-minor","Stage"
"NSD","Trans-minor","Stage"
"CG18088","Trans-dominant","Stage"
"CG9422","Trans-dominant","Stage"
"vkg","Trans-dominant","Stage"
"CG10814","Trans-dominant","Stage"
"CG11168","Trans-minor","Stage"
"shrb","Trans-minor","Stage"
"Wnk","Trans-minor","Stage"
"CG6180","Trans-dominant","Stage"
"CG11412","Trans-minor","Stage"
"NTPase","Trans-minor","Stage"
"Orc4","Trans-dominant","Stage"
"scf","Trans-minor","Stage"
"mdlc","Trans-minor","Stage"
"Tusp","Trans-minor","Stage"
"spen","Trans-minor","Stage"
"pim","Trans-dominant","Stage"
"CG32857","Trans-dominant","Stage"
"CG1637","Trans-dominant","Stage"
"CG2258","Trans-minor","Stage"
"kek3","Trans-minor","Stage"
"Dp","Trans-minor","Stage"
"Br140","Trans-dominant","Stage"
"CG15522","Trans-minor","Stage"
"Rpn11","Trans-dominant","Stage"
"CG12746","Trans-dominant","Stage"
"sv","Trans-minor","Stage"
"lid","Trans-minor","Stage"
"emp","Trans-minor","Stage"
"tinc","Trans-minor","Stage"
"Ide","Trans-minor","Stage"
"CG4741","Trans-dominant","Stage"
"CG15358","Trans-dominant","Stage"
"CG10730","Trans-minor","Stage"
"CG14419","Trans-dominant","Stage"
"CG3964","Trans-minor","Stage"
"CG12014","Trans-minor","Stage"
"Mp","Trans-minor","Stage"
"Acp26Ab","Trans-minor","Stage"
"rad","Trans-minor","Stage"
"faf","Trans-minor","Stage"
"Klf15","Trans-minor","Stage"
"CG34347","Trans-minor","Stage"
"mri","Trans-minor","Stage"
"fz4","Trans-minor","Stage"
"CG14880","Trans-minor","Stage"
"CG33514","Trans-dominant","Stage"
"CG9911","Trans-minor","Stage"
"CG8204","Trans-dominant","Stage"
"CG44247","Trans-dominant","Stage"
"csul","Trans-dominant","Stage"
"arg","Trans-dominant","Stage"
"CG32816","Trans-minor","Stage"
"qkr58E-2","Trans-minor","Stage"
"CG7126","Trans-minor","Stage"
"PGAP5","Trans-minor","Stage"
"CG2004","Trans-minor","Stage"
"CG7834","Trans-minor","Stage"
"CG5937","Trans-minor","Stage"
"CG7227","Trans-dominant","Stage"
"CG11164","Trans-dominant","Stage"
"CG9447","Trans-minor","Stage"
"CG7236","Trans-minor","Stage"
"CG6094","Trans-dominant","Stage"
"CG7341","Trans-dominant","Stage"
"shtd","Trans-minor","Stage"
"polo","Trans-dominant","Stage"
"CG17855","Trans-dominant","Stage"
"CG15356","Trans-dominant","Stage"
"Reps","Trans-minor","Stage"
"l(3)05822","Trans-minor","Stage"
"CG33120","Trans-minor","Stage"
"CG9673","Trans-dominant","Stage"
"CG14342","Trans-minor","Stage"
"Asph","Trans-minor","Stage"
"Cirl","Trans-dominant","Stage"
"CG14881","Trans-dominant","Stage"
"CG9723","Trans-minor","Stage"
"Prosalpha1","Trans-dominant","Stage"
"CG8613","Trans-minor","Stage"
"mRpL38","Trans-dominant","Stage"
"Zyx","Trans-minor","Stage"
"CG33969","Trans-minor","Stage"
"Gycalpha99B","Trans-dominant","Stage"
"CG11409","Trans-minor","Stage"
"Plc21C","Trans-minor","Stage"
"Tie","Trans-minor","Stage"
"geko","Trans-dominant","Stage"
"CG12935","Trans-minor","Stage"
"CG5246","Trans-dominant","Stage"
"CG30499","Trans-minor","Stage"
"kn","Trans-minor","Stage"
"Cerk","Trans-minor","Stage"
"Rho1","Trans-minor","Stage"
"Prosalpha6","Trans-minor","Stage"
"Prosalpha3","Trans-dominant","Stage"
"Dgk","Trans-minor","Stage"
"Wnt10","Trans-minor","Stage"
"TwdlF","Trans-minor","Stage"
"AstC-R1","Trans-minor","Stage"
"CG5721","Trans-minor","Stage"
"CG10802","Trans-minor","Stage"
"CG33474","Trans-minor","Stage"
"CG11851","Trans-minor","Stage"
"bbc","Trans-minor","Stage"
"Dhc98D","Trans-minor","Stage"
"vig2","Trans-dominant","Stage"
"CG11406","Trans-minor","Stage"
"CG12895","Trans-dominant","Stage"
"CG1850","Trans-minor","Stage"
"Iml1","Trans-dominant","Stage"
"CG13296","Trans-minor","Stage"
"CG12828","Trans-minor","Stage"
"kuk","Trans-minor","Stage"
"CG42371","Trans-dominant","Stage"
"dpr1","Trans-minor","Stage"
"Cyp4aa1","Trans-dominant","Stage"
"pyx","Trans-minor","Stage"
"CG16800","Trans-minor","Stage"
"p38b","Trans-minor","Stage"
"CG43921","Trans-minor","Stage"
"CG9194","Trans-minor","Stage"
"CG11594","Trans-dominant","Stage"
"kis","Trans-minor","Stage"
"CG4042","Trans-minor","Stage"
"mRpL49","Trans-dominant","Stage"
"PNPase","Trans-minor","Stage"
"insv","Trans-dominant","Stage"
"CG11125","Trans-dominant","Stage"
"Pink1","Trans-minor","Stage"
"Ltn1","Trans-minor","Stage"
"Psa","Trans-minor","Stage"
"RYa-R","Trans-minor","Stage"
"CG14417","Trans-minor","Stage"
"Nup153","Trans-minor","Stage"
"CG8230","Trans-minor","Stage"
"Mapmodulin","Trans-minor","Stage"
"kst","Trans-minor","Stage"
"CG12004","Trans-minor","Stage"
"spz","Trans-minor","Stage"
"ca","Trans-minor","Stage"
"ncm","Trans-minor","Stage"
"CG15099","Trans-minor","Stage"
"Cfp1","Trans-minor","Stage"
"CG14329","Trans-minor","Stage"
"lectin-30A","Trans-minor","Stage"
