"Gene","Mechanism","Factor"
"CG13296","Cis x Trans","Stage"
"CG12828","Cis x Trans","Stage"
"kuk","Cis x Trans","Stage"
"CG42371","Cis x Trans","Stage"
"dpr1","Cis x Trans","Stage"
"Cyp4aa1","Cis x Trans","Stage"
"pyx","Cis x Trans","Stage"
"CG16800","Cis x Trans","Stage"
"p38b","Cis x Trans","Stage"
"CG43921","Cis x Trans","Stage"
"CG9194","Cis x Trans","Stage"
"CG11594","Cis x Trans","Stage"
"kis","Cis x Trans","Stage"
"CG4042","Cis x Trans","Stage"
"mRpL49","Cis x Trans","Stage"
"PNPase","Cis x Trans","Stage"
"insv","Cis x Trans","Stage"
"CG11125","Cis x Trans","Stage"
"Pink1","Cis x Trans","Stage"
"Ltn1","Cis x Trans","Stage"
"Psa","Cis x Trans","Stage"
"RYa-R","Cis x Trans","Stage"
"CG14417","Cis x Trans","Stage"
"Nup153","Cis x Trans","Stage"
"CG8230","Cis x Trans","Stage"
"Mapmodulin","Cis x Trans","Stage"
"kst","Cis x Trans","Stage"
"CG12004","Cis x Trans","Stage"
"spz","Cis x Trans","Stage"
"ca","Cis x Trans","Stage"
"ncm","Cis x Trans","Stage"
"CG15099","Cis x Trans","Stage"
"Cfp1","Cis x Trans","Stage"
"CG14329","Cis x Trans","Stage"
"lectin-30A","Cis x Trans","Stage"
"Flo1","Cis x Trans","Stage"
"CG6357","Cis x Trans","Stage"
"Acp53C14b","Cis x Trans","Stage"
"CG15497","Cis x Trans","Stage"
"hng3","Cis x Trans","Stage"
"CG34162","Cis x Trans","Stage"
"CG4927","Cis x Trans","Stage"
"Picot","Cis x Trans","Stage"
"CG3295","Cis x Trans","Stage"
"mRpL41","Cis x Trans","Stage"
"CG14669","Cis x Trans","Stage"
"Dok","Cis x Trans","Stage"
"CG4615","Cis x Trans","Stage"
"ItgaPS5","Cis x Trans","Stage"
"Scsalpha","Cis x Trans","Stage"
"AP-1gamma","Cis x Trans","Stage"
"Jheh2","Cis x Trans","Stage"
"CG5290","Cis x Trans","Stage"
"DIP-gamma","Cis x Trans","Stage"
"CG13721","Cis x Trans","Stage"
"CG32368","Cis x Trans","Stage"
"CG31948","Cis x Trans","Stage"
"CG14544","Cis x Trans","Stage"
"l(2)10685","Cis x Trans","Stage"
"CG31898","Cis x Trans","Stage"
"CG12413","Cis x Trans","Stage"
"Gasp","Cis x Trans","Stage"
"bab2","Cis x Trans","Stage"
"Dot","Cis x Trans","Stage"
"Hira","Cis x Trans","Stage"
"CG10055","Cis x Trans","Stage"
"CG9065","Cis x Trans","Stage"
"CG31710","Cis x Trans","Stage"
"CG6412","Cis x Trans","Stage"
"CG15423","Cis x Trans","Stage"
"Spn47C","Cis x Trans","Stage"
"CG4847","Cis x Trans","Stage"
"CG6472","Cis x Trans","Stage"
"m","Cis x Trans","Stage"
"CG5835","Cis x Trans","Stage"
"Ns2","Cis x Trans","Stage"
"ppk23","Cis x Trans","Stage"
"CG3527","Cis x Trans","Stage"
"IntS1","Cis x Trans","Stage"
"CG7330","Cis x Trans","Stage"
"Spn77Ba","Cis x Trans","Stage"
"CngA","Cis x Trans","Stage"
"CG30413","Cis x Trans","Stage"
"Rlip","Cis x Trans","Stage"
"Dhap-at","Cis x Trans","Stage"
"Spn27A","Cis x Trans","Stage"
"CG7130","Cis x Trans","Stage"
"exp","Cis x Trans","Stage"
"CG10286","Cis x Trans","Stage"
"Hmr","Cis x Trans","Stage"
"sPLA2","Cis x Trans","Stage"
"MED9","Cis x Trans","Stage"
"CG8170","Cis x Trans","Stage"
"CG8629","Cis x Trans","Stage"
"Elp3","Cis x Trans","Stage"
"PH4alphaNE1","Cis x Trans","Stage"
"CG34436","Cis x Trans","Stage"
"CDase","Cis x Trans","Stage"
"CG12384","Cis x Trans","Stage"
"Mtr4","Cis x Trans","Stage"
"Poxn","Cis x Trans","Stage"
"CG6144","Cis x Trans","Stage"
"kune","Cis x Trans","Stage"
"CG5522","Cis x Trans","Stage"
"LSm-4","Cis x Trans","Stage"
"CG5948","Cis x Trans","Stage"
"Spn42Dd","Cis x Trans","Stage"
"Vps54L","Cis x Trans","Stage"
"Fas1","Cis x Trans","Stage"
"hiw","Cis x Trans","Stage"
"CG12480","Cis x Trans","Stage"
"CG13366","Cis x Trans","Stage"
"Kap-alpha1","Cis x Trans","Stage"
"CG18269","Cis x Trans","Stage"
"CG11539","Cis x Trans","Stage"
"Tig","Cis x Trans","Stage"
"Muc55B","Cis x Trans","Stage"
"CG11190","Cis x Trans","Stage"
"dpr20","Cis x Trans","Stage"
"CG3652","Cis x Trans","Stage"
"Opa1","Cis x Trans","Stage"
"CG3021","Cis x Trans","Stage"
"Smyd4-3","Cis x Trans","Stage"
"CG18635","Cis x Trans","Stage"
"Cyp12b2","Cis x Trans","Stage"
"CG17278","Cis x Trans","Stage"
"L","Cis x Trans","Stage"
"Catsup","Cis x Trans","Stage"
"ppk28","Cis x Trans","Stage"
"CG31547","Cis x Trans","Stage"
"CG8252","Cis x Trans","Stage"
"CG15414","Cis x Trans","Stage"
"Evi5","Cis x Trans","Stage"
"stmA","Cis x Trans","Stage"
"Liprin-alpha","Cis x Trans","Stage"
"COX8","Cis x Trans","Stage"
"CG32206","Cis x Trans","Stage"
"CG13924","Cis x Trans","Stage"
"CG1227","Cis x Trans","Stage"
"l(2)k14710","Cis x Trans","Stage"
"Moca-cyp","Cis x Trans","Stage"
"CG14630","Cis x Trans","Stage"
"CG5339","Cis x Trans","Stage"
"Glycogenin","Cis x Trans","Stage"
"ScpX","Cis x Trans","Stage"
"ogre","Cis x Trans","Stage"
"CG13712","Cis x Trans","Stage"
"CG9114","Cis x Trans","Stage"
"yellow-b","Cis x Trans","Stage"
"gig","Cis x Trans","Stage"
"CG13398","Cis x Trans","Stage"
"CG3420","Cis x Trans","Stage"
"CG4580","Cis x Trans","Stage"
"Atg4a","Cis x Trans","Stage"
"CG15731","Cis x Trans","Stage"
"CG1847","Cis x Trans","Stage"
"Akap200","Cis x Trans","Stage"
"Tsp42Er","Cis x Trans","Stage"
"CG33645","Cis x Trans","Stage"
"chic","Cis x Trans","Stage"
"GalNAc-T1","Cis x Trans","Stage"
"CG7692","Cis x Trans","Stage"
"mthl13","Cis x Trans","Stage"
"Spn42De","Cis x Trans","Stage"
"AMPKalpha","Cis x Trans","Stage"
"Chmp1","Cis x Trans","Stage"
"CG34033","Cis x Trans","Stage"
"Galphas","Cis x Trans","Stage"
"CG10165","Cis x Trans","Stage"
"Nach","Cis x Trans","Stage"
"ng4","Cis x Trans","Stage"
"CG14074","Cis x Trans","Stage"
"CG13749","Cis x Trans","Stage"
"prominin-like","Cis x Trans","Stage"
"CG31548","Cis x Trans","Stage"
"CG14989","Cis x Trans","Stage"
"dnk","Cis x Trans","Stage"
"Bre1","Cis x Trans","Stage"
"Pms2","Cis x Trans","Stage"
"key","Cis x Trans","Stage"
"CG33786","Cis x Trans","Stage"
"Psf3","Cis x Trans","Stage"
"CG8323","Cis x Trans","Stage"
"CG34236","Cis x Trans","Stage"
"CG10395","Cis x Trans","Stage"
"PKD","Cis x Trans","Stage"
"CG33543","Cis x Trans","Stage"
"mRpS33","Cis x Trans","Stage"
"CG34113","Cis x Trans","Stage"
"CG15615","Cis x Trans","Stage"
"CG1814","Cis x Trans","Stage"
"IntS6","Cis x Trans","Stage"
"CG5921","Cis x Trans","Stage"
"4E-T","Cis x Trans","Stage"
"CG31715","Cis x Trans","Stage"
"CG13175","Cis x Trans","Stage"
"Nf1","Cis x Trans","Stage"
"mbt","Cis x Trans","Stage"
"Acp53C14c","Cis x Trans","Stage"
"CG12075","Cis x Trans","Stage"
"CG11037","Cis x Trans","Stage"
"CG9917","Cis x Trans","Stage"
"Daxx","Cis x Trans","Stage"
"Cyp303a1","Cis x Trans","Stage"
"nero","Cis x Trans","Stage"
"CG2818","Cis x Trans","Stage"
"NetA","Cis x Trans","Stage"
"odd","Cis x Trans","Stage"
"CG14621","Cis x Trans","Stage"
"VhaAC45","Cis x Trans","Stage"
"LManII","Cis x Trans","Stage"
"CG30287","Cis x Trans","Stage"
"CG17803","Cis x Trans","Stage"
"GstE13","Cis x Trans","Stage"
"CG5149","Cis x Trans","Stage"
"Dh44-R2","Cis x Trans","Stage"
"CG30460","Cis x Trans","Stage"
"WDR79","Cis x Trans","Stage"
"CG13921","Cis x Trans","Stage"
"CG6044","Cis x Trans","Stage"
"spict","Cis x Trans","Stage"
"Su(Tpl)","Cis x Trans","Stage"
"CG8635","Cis x Trans","Stage"
"Marcal1","Cis x Trans","Stage"
"Vha26","Cis x Trans","Stage"
"Mes4","Cis x Trans","Stage"
"CngB","Cis x Trans","Stage"
"Sur","Cis x Trans","Stage"
"Nup160","Cis x Trans","Stage"
"CG33627","Cis x Trans","Stage"
"CG9919","Cis x Trans","Stage"
"wdb","Cis x Trans","Stage"
"fkh","Cis x Trans","Stage"
"Cul5","Cis x Trans","Stage"
"CG30431","Cis x Trans","Stage"
"E23","Cis x Trans","Stage"
"Chd1","Cis x Trans","Stage"
"CG3669","Cis x Trans","Stage"
"Socs36E","Cis x Trans","Stage"
"CG14431","Cis x Trans","Stage"
"CG33346","Cis x Trans","Stage"
"Clc","Cis x Trans","Stage"
"CG43107","Cis x Trans","Stage"
"CG14960","Cis x Trans","Stage"
"CG4666","Cis x Trans","Stage"
"Cyp4d21","Cis x Trans","Stage"
"CG14314","Cis x Trans","Stage"
"CG1632","Cis x Trans","Stage"
"CG30398","Cis x Trans","Stage"
"nod","Cis x Trans","Stage"
"CG8089","Cis x Trans","Stage"
"Gr10b","Cis x Trans","Stage"
"SkpB","Cis x Trans","Stage"
"Ogg1","Cis x Trans","Stage"
"CG3790","Cis x Trans","Stage"
"CG12848","Cis x Trans","Stage"
"Drsl4","Cis x Trans","Stage"
"Vps52","Cis x Trans","Stage"
"SCOT","Cis x Trans","Stage"
"CG43725","Cis x Trans","Stage"
"CG31370","Cis x Trans","Stage"
"Grip91","Cis x Trans","Stage"
"Rca1","Cis x Trans","Stage"
"CG11902","Cis x Trans","Stage"
"MTA1-like","Cis x Trans","Stage"
"CG10209","Cis x Trans","Stage"
"mAChR-C","Cis x Trans","Stage"
"EndoB","Cis x Trans","Stage"
"CG6347","Cis x Trans","Stage"
"Alh","Cis x Trans","Stage"
"CG33465","Cis x Trans","Stage"
"CheB42a","Cis x Trans","Stage"
"cN-IIIB","Cis x Trans","Stage"
"spi","Cis x Trans","Stage"
"CG4945","Cis x Trans","Stage"
"CG33301","Cis x Trans","Stage"
"CG3407","Cis x Trans","Stage"
"Dlip2","Cis x Trans","Stage"
"CG17343","Cis x Trans","Stage"
"CG16721","Cis x Trans","Stage"
"CG5168","Cis x Trans","Stage"
"Cdc5","Cis x Trans","Stage"
"CG1109","Cis x Trans","Stage"
"Spec2","Cis x Trans","Stage"
"CG12236","Cis x Trans","Stage"
"CG8243","Cis x Trans","Stage"
"CG11149","Cis x Trans","Stage"
"CG31131","Cis x Trans","Stage"
"CG1544","Cis x Trans","Stage"
"CG12104","Cis x Trans","Stage"
"CG6568","Cis x Trans","Stage"
"pdgy","Cis x Trans","Stage"
"FAM21","Cis x Trans","Stage"
"CG13344","Cis x Trans","Stage"
"nec","Cis x Trans","Stage"
"Mct1","Cis x Trans","Stage"
"CG5984","Cis x Trans","Stage"
"cyr","Cis x Trans","Stage"
"bys","Cis x Trans","Stage"
"CG33648","Cis x Trans","Stage"
"UQCR-11L","Cis x Trans","Stage"
"ACXD","Cis x Trans","Stage"
"CycG","Cis x Trans","Stage"
"mTerf5","Cis x Trans","Stage"
"CG15117","Cis x Trans","Stage"
"CG17612","Cis x Trans","Stage"
"fru","Cis x Trans","Stage"
"mRpL13","Cis x Trans","Stage"
"CG11961","Cis x Trans","Stage"
"CG14995","Cis x Trans","Stage"
"cpb","Cis x Trans","Stage"
"CG18173","Cis x Trans","Stage"
"CG13933","Cis x Trans","Stage"
"CG1143","Cis x Trans","Stage"
"l(2)37Cc","Cis x Trans","Stage"
"Sld5","Cis x Trans","Stage"
"Nox","Cis x Trans","Stage"
"Cpr62Bc","Cis x Trans","Stage"
"CG15365","Cis x Trans","Stage"
"Gsc","Cis x Trans","Stage"
"ssp7","Cis x Trans","Stage"
"CG6280","Cis x Trans","Stage"
"CG11200","Cis x Trans","Stage"
"ZnT41F","Cis x Trans","Stage"
"baz","Cis x Trans","Stage"
"CG12011","Trans-only","Maternal"
"CG13743","Trans-only","Maternal"
"Cpr47Ed","Trans-only","Maternal"
"CG13712","Trans-only","Maternal"
"Ugt86De","Trans-only","Maternal"
"Acp53C14a","Trans-only","Maternal"
"CG42544","Trans-only","Maternal"
"CG34266","Trans-only","Maternal"
"CG42367","Trans-only","Maternal"
"tsg","Trans-only","Maternal"
"Cp7Fc","Trans-only","Maternal"
"CG31813","Trans-only","Maternal"
"CG3713","Trans-only","Maternal"
"CG14756","Trans-only","Maternal"
"yellow-g2","Trans-only","Maternal"
"Cpr30F","Trans-only","Maternal"
"RabX5","Trans-only","Maternal"
"CG14752","Trans-only","Maternal"
"Cp7Fb","Trans-only","Maternal"
"CG43244","Trans-only","Maternal"
"Fcp3C","Trans-only","Maternal"
"Osi20","Trans-only","Maternal"
"CG12470","Trans-only","Maternal"
"CG1701","Trans-only","Maternal"
"Osi19","Trans-only","Maternal"
"Ilp7","Trans-only","Maternal"
"CG12828","Trans-only","Maternal"
"yellow-g","Trans-only","Maternal"
"CG34196","Trans-only","Maternal"
"NimC4","Trans-only","Maternal"
"RabX5","Trans-only","Interaction"
"amos","Trans-only","Interaction"
"CG43376","Trans-only","Interaction"
"Osi9","Trans-only","Interaction"
"CG12836","Trans-only","Interaction"
"Acp53C14a","Trans-only","Interaction"
"scw","Trans-only","Interaction"
"Bro","Trans-only","Interaction"
"CG13670","Trans-only","Interaction"
"zen2","Trans-only","Interaction"
"CG14309","Trans-only","Interaction"
"CG11356","Trans-only","Interaction"
"COX6AL","Trans-only","Interaction"
"Ugt86De","Trans-only","Interaction"
"CG14187","Trans-only","Interaction"
"CG34224","Trans-only","Interaction"
"Fcp3C","Trans-only","Interaction"
"CG6154","Trans-only","Interaction"
"Cpr64Ac","Trans-only","Interaction"
"CG31813","Trans-only","Interaction"
"Ilp7","Trans-only","Interaction"
"CG6885","Trans-only","Interaction"
"CG34115","Trans-only","Interaction"
"CG11289","Trans-only","Interaction"
